taxa,mean,median,max,min,sd,se
A0839,9.539937163719637e-6,0,1.861904011687e-4,0,3.865240334004473e-5,6.036491235650507e-6
A21b,2.594338457957439e-4,0,0.0019286303630363,0,4.357987540622794e-4,6.806033084827362e-5
A4b,1.408834677118e-5,0,3.0549778514105e-4,0,6.309573309120244e-5,9.853897995972492e-6
AB1,2.3967476627162403e-5,0,3.8595137012736e-4,0,8.092540320120478e-5,1.2638424650284395e-5
AKIW781,9.592261730616683e-7,0,3.93282730955284e-5,0,6.142044357911125e-6,9.592261730616685e-7
AKYH767,4.8479493385078045e-6,0,1.9876592287882e-4,0,3.1042021911245874e-5,4.847949338507805e-6
Acetobacteraceae,0.011329322315436438,0.0101218511910299,0.0263021239029963,0.00441419141914191,0.004580266394225645,7.153174332381802e-4
Acidimicrobiaceae,7.286033501310939e-4,0,0.00428678176741259,0,0.0011848908718123596,1.850488648784063e-4
Acidimicrobiales.Incertae.Sedis,5.853097124265052e-4,0,0.00518430648917007,0,0.0010446027761075367,1.6313954522399532e-4
Acidobacteriaceae..Subgroup.1.,0.04556493627330428,0.0434279913144017,0.0684321500503525,0.021178275061942,0.010989324042055899,0.0017162440762607718
Acidothermaceae,0.0505342335347829,0.0518519798814318,0.0843261214517795,0.0240185617507627,0.011527794159217182,0.001800338980122448
Actinospicaceae,1.994460249981212e-4,0,0.00121739877687229,0,3.6063839999250416e-4,5.632225560831722e-5
Alicyclobacillaceae,2.0284385322586756e-4,0,0.00104008997201059,0,3.012644292395814e-4,4.70495992375692e-5
Amoebophilaceae,9.08964480395e-7,0,3.7267543696195e-5,0,5.82021249538278e-6,9.089644803950001e-7
Anaerolineaceae,1.6320879197514596e-5,0,2.1658415841584e-4,0,5.2425721391167316e-5,8.187522129382566e-6
Anaeromyxobacteraceae,5.963632165270652e-4,5.1114669294248e-4,0.00351693312222393,0,7.53677377212801e-4,1.1770463124966113e-4
BIrii41,3.917859560381732e-5,0,8.2249403691823e-4,0,1.7521058173066591e-4,2.736329567156917e-5
Bacillaceae,0.018433046458466718,0.0130297589902617,0.0381600660066007,0.00519133204860975,0.010492405237951438,0.001638638397270591
Bdellovibrionaceae,3.258067963195059e-5,0,3.0825708641006e-4,0,7.054621483154655e-5,1.1017467757244401e-5
Beijerinckiaceae,0.010318386539460538,0.0104909054639755,0.0162523116726945,0.00598323094471014,0.0027447234786259866,4.286537910010014e-4
Blastocatellaceae,5.1717732581852256e-5,0,9.8665420366619e-4,0,1.7276011038808056e-4,2.6980596343597393e-5
Brevibacillaceae,5.16866052352992e-6,0,1.139633607795e-4,0,2.317696597348744e-5,3.6196339652437527e-6
Bryobacteraceae,0.029716756933774038,0.026175773281138,0.0618780175386738,0.0154144523083898,0.011423806350299473,0.0017840988128132158
Burkholderiaceae,0.005407526563195179,0.004299796762018,0.0222397127505952,0.00236063638822633,0.003476781889772933,5.429821069920158e-4
CWT.CU03.E12,3.930106977511707e-6,0,1.6113438607798e-4,0,2.5164963243409167e-5,3.930106977511707e-6
Catenulisporaceae,0.0016295095171503771,0.00151635282457879,0.00629977334511117,0,0.0012728809157001514,1.987906010411063e-4
Caulobacteraceae,0.0047408151392004045,0.00423957933342215,0.00962499754964421,0.00158481525845388,0.002011276778085786,3.1410866063285236e-4
Chitinibacteraceae,1.3634467205925e-6,0,5.59013155442925e-5,0,8.73031874307417e-6,1.3634467205925002e-6
Chitinophagaceae,0.0031431588246768464,0.0029814034956956,0.00982933986723268,8.9703294370604e-4,0.0020066672428307557,3.133887721715161e-4
Chthoniobacteraceae,0.0130962634961511,0.0118917796126084,0.0269286303630363,0.00409839918032016,0.005719117032727862,8.931760216823124e-4
Chthonomonadaceae,3.0532606677172324e-5,0,8.6522200810162e-4,0,1.4385881910199824e-4,2.2466972960011527e-5
Clostridiaceae,5.807664110284788e-4,4.3305998341472e-4,0.00241336633663366,0,6.963674578502766e-4,1.0875432554928302e-4
Coleofasciculaceae,8.089552054142468e-6,0,2.163055020254e-4,0,3.562513745776105e-5,5.5637117345772345e-6
Comamonadaceae,0.0012665787977943434,8.8359982328003e-4,0.00508905852417303,0,0.0014581515580111798,2.2772501421833795e-4
Coxiellaceae,5.4576099938546836e-6,0,1.8148192958501e-4,0,2.8940495056168708e-5,4.519745983840473e-6
Deferribacteraceae,9.739151437474414e-7,0,3.99305208936451e-5,0,6.236099662132139e-6,9.739151437474414e-7
Desulfitobacteriaceae,2.2724112009875002e-6,0,9.31688592404875e-5,0,1.455053123845695e-5,2.2724112009875e-6
Devosiaceae,1.0422031771731951e-5,0,4.2730330264101e-4,0,6.673356424087207e-5,1.0422031771731951e-5
Diplorickettsiaceae,7.053937167133637e-4,6.7407573845861e-4,0.00219423699326839,0,6.193400400456127e-4,9.672466394216326e-5
Dongiaceae,1.7288445546566244e-4,0,0.00236790708125205,0,5.309711339885353e-4,8.292375944924867e-5
Dysgonomonadaceae,4.170109729236171e-5,0,7.0491225481758e-4,0,1.528696453523005e-4,2.3874227593245833e-5
Elsteraceae,3.6910163047753654e-5,0,7.8042142757088e-4,0,1.3561953489972043e-4,2.1180212950872438e-5
Elusimicrobiaceae,1.5731291561510464e-6,0,6.44982954021929e-5,0,1.007294142836305e-5,1.5731291561510466e-6
Enterobacteriaceae,5.739647737456268e-5,0,0.00150646753904832,0,2.5881704002741384e-4,4.0420430781955154e-5
Entotheonellaceae,1.263967908970382e-4,0,7.9449729000239e-4,0,1.881977892305842e-4,2.939155672325933e-5
Erwiniaceae,3.040347709514173e-4,0,0.0121779210638995,0,0.0019012791581076312,2.969299185220706e-4
Ethanoligenenaceae,1.1595266812087316e-5,0,4.7540593929558e-4,0,7.424593396397702e-5,1.1595266812087316e-5
FFCH9454,0,0,0,0,0,0
Ferrovaceae,3.931408222260295e-4,2.7529791166869e-4,0.00137760158572844,0,4.0038529509992226e-4,6.252967774063454e-5
Fimbriimonadaceae,2.748282446588707e-4,2.0316944331572e-4,0.0010684065073079,0,3.028736360025331e-4,4.7300915111395946e-5
Flavobacteriaceae,1.3025328023547072e-5,0,4.2345783569836e-4,0,6.793169081325363e-5,1.0609147705759481e-5
Frankiaceae,0.004755224483776162,0.00393864310164564,0.0130896517658681,0,0.0030723831089876884,4.798256280936185e-4
Gaiellaceae,0.0013458549050198523,0,0.00748762376237624,0,0.00216080827610049,3.3746155719864725e-4
Geminicoccaceae,2.892367489870778e-6,0,7.86565461910568e-5,0,1.363662474733829e-5,2.129682986255083e-6
Gemmataceae,0.0020591690727374554,0.00196443207097974,0.00581180209399012,0,0.0016057529767812687,2.5077648304775823e-4
Gemmatimonadaceae,0.005780301923046348,0.00529219894156021,0.0155150037361859,0.00241842058532543,0.0025205443724837543,3.9364289665794384e-4
Geodermatophilaceae,0.004489692489473304,0.00382436260623229,0.0104069030159343,0,0.002754401242939044,4.3016520386044283e-4
Haliangiaceae,0.0032059805709812863,0.00308194195129548,0.00694706440995486,0,0.0016103607475774207,2.5149609594691375e-4
Holophagaceae,1.0079649024113951e-4,0,6.7414297297051e-4,0,1.625238412791451e-4,2.538195968915081e-5
Holosporaceae,2.8567947678898806e-6,0,7.98610417872901e-5,0,1.3630887240307889e-5,2.128786938198283e-6
Hungateiclostridiaceae,6.0706457809486e-6,0,1.4907017478478e-4,0,2.7693070107877868e-5,4.324930936992193e-6
Hyphomicrobiaceae,0.001864219485056336,0.00197224975222993,0.00359942244224422,0,9.914750040915209e-4,1.548423812074939e-4
Iamiaceae,1.3707854144283854e-4,0,0.00514646268814551,0,8.040195925719407e-4,1.2556676440410433e-4
Ilumatobacteraceae,2.571108916564374e-4,2.05427391688408e-5,0.0019992729916394,0,4.942588172056811e-4,7.719025882962411e-5
Inquilinaceae,5.000740131393448e-4,0,0.00240675452404803,0,6.775294404513529e-4,1.0581232150557009e-4
Intrasporangiaceae,0.004935082794676578,0.00471147887580651,0.0153969984940541,0,0.0030176102899790737,4.7127155089979935e-4
Isosphaeraceae,6.704332515754683e-4,5.5302852244604e-4,0.00341405953640665,0,8.10438574448627e-4,1.265692409512812e-4
JG30.KF.AS9,0.007969871940280636,0.00674467889062932,0.037440515986943,0.00284970648023254,0.005896619658001689,9.208972744164295e-4
JG30.KF.CM45,3.272613219283496e-4,1.5493130019978e-4,0.00257600188775711,0,5.754281714657179e-4,8.986678223448302e-5
KF.JG30.B3,7.927244854023903e-6,0,1.6770394663287e-4,0,3.5459671847417455e-05,5.537870347746682e-6
Koribacteraceae,0.06334732643851808,0.0600138469284995,0.108167479460481,0.0283163566287804,0.016952810261700202,0.002647584153153485
Ktedonobacteraceae,0.02249378388219869,0.0177576465240935,0.0670633098408769,0.00905537993422551,0.012276776625333318,0.0019173103894444103
LWQ8,0.0011802302938659847,8.8788168342367e-4,0.00403259075907591,0,0.0010394240868014674,1.623307698334142e-4
Lachnospiraceae,5.1504584161900486e-5,0,0.00121537647266383,0,2.0121820208470888e-4,3.142500358003074e-5
Lactobacillaceae,1.6881351834284878e-5,0,4.3126261933232e-4,0,7.783923914834725e-5,1.2156446800344247e-5
Legionellaceae,1.2328345581084412e-5,0,2.3943753945277e-4,0,4.714085101433596e-5,7.3621640415391575e-6
Longimicrobiaceae,1.5020472904568927e-6,0,6.15839389087326e-5,0,9.617795411294868e-6,1.5020472904568927e-6
Methyloligellaceae,1.416377926521349e-4,0,0.00323844884488449,0,5.285751517798082e-4,8.254956989429358e-5
