taxa,mean,median,max,min,sd,se
ABY1,1.0671751163220873e-6,0,5.86946313977148e-5,0,7.914382483134002e-6,1.0671751163220873e-6
AD3,0.07260497109650121,0.0753315357948605,0.171716566866267,0.00216084813289216,0.040718179800310554,0.005490438244224588
AT.s3.28,1.0051748531321456e-5,0,3.376325207644e-4,0,5.353357598030597e-5,7.218465912617561e-6
Abditibacteria,1.009409377749589e-6,0,5.55175157762274e-5,0,7.485980300126677e-6,1.009409377749589e-6
Acidimicrobiia,0.027067801253742772,0.0251642639992155,0.047145501397307,0.0120758483033932,0.007612218791217247,0.0010264313724157549
Acidobacteriae,0.18825174543001483,0.184580291970803,0.294969704620045,0.060953924415333,0.05004622749026862,0.006748231938148646
Actinobacteria,0.11680128981831257,0.112071832391087,0.229430552027002,0.0651297405189621,0.032015654334650125,0.004316989949818363
Alphaproteobacteria,0.18796399873463449,0.178145124079684,0.328760802080711,0.101240496198479,0.047415214141855615,0.006393466170620845
Anaerolineae,9.138209690440614e-5,5.82139946443125e-5,5.189620758483e-4,0,1.0717930300890944e-4,1.4452054269502578e-5
Armatimonadia,1.2751669289243553e-4,9.77421561919656e-5,4.4224815890168e-4,0,1.2631367009245976e-4,1.703213180071274e-5
BD2.11.terrestrial.group,1.1220375738097363e-5,0,4.0515902491728e-4,0,5.799298669928517e-5,7.819772731298137e-6
BD7.11,9.421164566583796e-6,0,9.2529192960379e-5,0,2.4362366720019347e-5,3.285020858383222e-6
BRH.c20a,1.3712295472542836e-6,0,7.54176250989856e-5,0,1.0169310493808089e-5,1.3712295472542836e-6
Babeliae,1.960445245451709e-4,1.4682439801996e-4,9.4908551655956e-4,0,2.1315422653131428e-4,2.8741710042174167e-5
Bacilli,0.019624829371638036,0.0153115611977905,0.0653695696932263,5.7046187740971e-4,0.015590014882542304,0.002102157177921984
Bacteroidia,0.00406784750146804,0.00304481006621545,0.0198753010556643,3.4747693139261e-4,0.0036170111529832756,4.877176843738674e-4
Bathyarchaeia,0.002677971552132593,0.00143931216029392,0.0163256753152741,0,0.0033984252662137425,4.5824356941458243e-4
Bdellovibrionia,1.7003113951412967e-4,1.3296356798237e-4,8.6085459383315e-4,0,1.751323832185869e-4,2.3614845735766218e-5
Berkelbacteria,2.9597080088142583e-6,0,5.79900643689714e-5,0,1.1038092279498567e-5,1.4883760593389016e-6
Blastocatellia,0.002035042127443239,0.00103147921760391,0.0100399201596806,0,0.002573815322529137,3.470531872909859e-4
Chlamydiae,5.568896820040827e-5,3.95452298566485e-5,2.4759718189389e-4,0,6.235447726241968e-5,8.407875998858141e-6
Chloroflexia,0.002695279219204426,0.00252649044081602,0.00634529967119811,1.9263098907256e-4,0.001524596608566838,2.0557656476153752e-4
Chthonomonadetes,7.241550956319878e-4,7.1565784021997e-4,0.00267918255597927,0,5.348509189436038e-4,7.211928319802326e-5
Clostridia,8.778921288705282e-4,7.1797260061318e-4,0.00381743434851917,4.08513419665836e-5,7.216191698419938e-4,9.730310901166223e-5
Coriobacteriia,8.650027162051183e-6,0,1.5079544597753e-4,0,3.0884245892262536e-5,4.16443086656887e-6
Cyanobacteriia,1.6886018152210703e-4,1.1536908493087e-4,0.00118926265715257,0,2.2655944703905777e-4,3.054926960669619e-5
Deferribacteres,0,0,0,0,0,0
Dehalococcoidia,1.500974224304562e-4,7.5753271594417e-5,0.00155310959551624,0,2.760465355186821e-4,3.722210725602999e-5
Desulfitobacteriia,8.048621621985784e-6,0,1.3198084392322e-4,0,2.5772603734491406e-5,3.475177178622749e-6
Desulfovibrionia,2.0126359824327255e-5,0,5.2437285007131e-4,0,8.43529674403239e-5,1.1374151809326543e-5
Desulfuromonadia,6.874153952526685e-5,0,0.00285028502850285,0,3.845089458084453e-4,5.1847175675988e-5
Dojkabacteria,7.4548306820349514e-6,0,1.3534445162939e-4,0,2.4296295907969913e-5,3.2761118719039093e-6
Elusimicrobia,8.301289648945088e-5,5.64993031752608e-5,3.3428666939048e-4,0,9.411427171408541e-5,1.2690365809092916e-5
Endomicrobia,4.99516488305628e-6,0,1.5736879376819e-4,0,2.3693994413342748e-5,3.1948975549361013e-6
Entotheonellia,1.820392336740522e-4,0,0.00463681995183109,0,7.068657552175081e-4,9.531375898952394e-5
FFCH5909,8.972894360796115e-6,0,1.7964071856287e-4,0,2.9223176884957813e-5,3.940452367315511e-6
Fibrobacteria,4.18976105840482e-6,0,1.1738926279543e-4,0,1.8858461240507046e-5,2.5428743949236466e-6
Fimbriimonadia,1.9839125726238605e-4,1.8549434242255e-4,7.061753173143e-4,0,1.612919541614341e-4,2.1748602662413283e-5
Gammaproteobacteria,0.051399804802508685,0.048333496236927,0.130359090527729,0.0235737496875421,0.021241441282738072,0.0028641953582686083
Gemmatimonadetes,0.011712412761601749,0.0102473843746944,0.0315580777765652,0.00223127667830811,0.006257206829336667,8.43721596748568e-4
Gitt.GS.136,3.0666262169982115e-5,0,2.7010601661152e-4,0,6.658354118394806e-5,8.97812286170668e-6
Gracilibacteria,8.724878906358698e-6,0,1.3534445162939e-4,0,2.4457862355274252e-5,3.2978974872141614e-6
Halanaerobiia,1.0698333734520854e-6,0,5.88408355398647e-5,0,7.934096645639805e-6,1.0698333734520854e-6
Holophagae,0.0022455798608023336,0.00194080543425522,0.00870637032399437,0,0.0016005739129984586,2.158213424011628e-4
JG30.KF.CM66,0.0022005276897164514,0.00218889339278476,0.00502531131064553,6.7849028023226e-4,8.689242545055488e-4,1.1716572257572323e-4
KD4.96,8.234066748894619e-4,2.1014289717007e-4,0.0101739932923673,0,0.0018858835264416356,2.5429248282972893e-4
Kapabacteria,4.182487170900321e-5,0,2.7539538909434e-4,0,6.303299104094515e-5,8.499366778090399e-6
Kryptonia,3.1677514028773e-6,0,6.16041726559612e-5,0,1.3330663335272959e-5,1.7975062774369626e-6
Ktedonobacteria,0.0776605464342432,0.078944954969827,0.214551804423749,0.00409010823055625,0.04184494386693865,0.005642371079974425
Latescibacteria,2.1151711706914002e-5,0,6.4564094537486e-4,0,1.1057611021708354e-4,1.4910079660015603e-5
Leptospirae,1.4306253978926891e-6,0,7.86843968840979e-5,0,1.0609801911452392e-5,1.4306253978926891e-6
Limnochordia,5.117543302637307e-6,0,5.64993031752608e-5,0,1.503776564698382e-5,2.0276919061901917e-6
Lineage.IIa,3.229500073109248e-4,2.7068890325879e-4,0.00164304785376874,0,3.165253496318502e-4,4.26802694375846e-5
Lineage.IIb,4.89752643394929e-5,0,5.3111967896766e-4,0,8.957721959463725e-5,1.2078589826108812e-5
Lineage.IIc,2.236941177064962e-5,0,1.3583265417006e-4,0,4.0947940433925896e-5,5.521419161741174e-6
Longimicrobia,6.826405636312853e-5,0,0.00239108531211934,0,3.2636208924496105e-4,4.4006655136433816e-5
MB.A2.108,4.172866916015991e-4,1.4551275055476e-4,0.00780638597589607,0,0.0012531201339707214,1.6897068439459596e-4
Methanobacteria,3.939966344038547e-6,0,1.1802659532614e-4,0,1.8377688410105624e-5,2.4780469996971057e-6
Methylomirabilia,0.0025064938980613855,0.00136627362904735,0.0291264321246089,0,0.004911605244335347,6.62280716040926e-4
Microgenomatia,1.208832881037032e-5,0,1.2732365673542e-4,0,2.835886256545279e-5,3.823908248248451e-6
Myxococcia,0.00934177456376642,0.00912624351488793,0.0173722627737226,0.00114349910726824,0.0037904991849735904,5.111108058352452e-4
Nanoarchaeia,8.376511870909595e-6,0,2.3282887077997e-4,0,3.5217621069582934e-5,4.748743056279078e-6
Negativicutes,1.40753926859636e-6,0,4.23908435777872e-5,0,7.346814813115104e-6,9.906443073090226e-7
Nitrososphaeria,0.0029187569880282974,0.00232079356166947,0.020256111757858,5.3399055247484e-4,0.002746199448830805,3.70297458139672e-4
Nitrospiria,3.123812511288537e-4,0,0.00882346320930965,0,0.00137649822735638,1.8560698311291359e-4
OLB14,1.4350007734791269e-5,0,3.7173266551886e-4,0,5.6443052818812246e-5,7.610779689489745e-6
OM190,1.2827925125171273e-5,0,5.8522970265829e-4,0,8.026770257816735e-5,1.082329480768817e-5
Oligoflexia,5.833534158548651e-4,5.6273528156168e-4,0.00191165553080921,1.4682439801996e-4,3.1837714121974017e-4,4.2929964964357804e-5
P2.11E,4.6195149799529003e-5,0,5.3892215568862e-4,0,1.01369543629834e-4,1.366866647463914e-5
Parcubacteria,7.9843590448309e-5,5.65482922415743e-5,3.716712196391e-4,0,9.829545531024421e-5,1.3254156490185682e-5
Phycisphaerae,0.0012609601424708715,8.72177536583e-4,0.00806465421296851,0,0.0015947045699331492,2.1502992034368656e-4
Pla4.lineage,2.618150524177228e-5,0,5.5225953042161e-4,0,7.872292951002033e-5,1.061499764967184e-5
Planctomycetes,0.0055664284904792215,0.0047542651432149,0.0149698139553986,0,0.0032635167451880724,4.4005250815045717e-4
