taxa,mean,median,max,min,sd,se
AKIW659,1.351842561411195e-5,0,5.5425545017859e-4,0,8.656015870165327e-5,1.351842561411195e-5
Acetobacterales,0.011329322315436438,0.0101218511910299,0.0263021239029963,0.00441419141914191,0.004580266394225645,7.153174332381802e-4
Acidimicrobiales,0.0013139130625575992,0.00113182510049826,0.00562394305266056,0,0.0014746264442841853,2.3029795918428017e-4
Acidobacteriales,0.19921756975490493,0.20637594806614,0.260858066411989,0.0864435442639714,0.04007063462283565,0.0062579817503120696
Alicyclobacillales,2.0284385322586756e-4,0,0.00104008997201059,0,3.012644292395814e-4,4.70495992375692e-5
Anaerolineales,1.6320879197514596e-5,0,2.1658415841584e-4,0,5.2425721391167316e-5,8.187522129382566e-6
Armatimonadales,2.877678519184878e-6,0,1.1798481928658e-4,0,1.842613307373256e-5,2.877678519184878e-6
Azospirillales,5.000740131393448e-4,0,0.00240675452404803,0,6.775294404513529e-4,1.0581232150557009e-4
B10.SB3A,1.3400938186225186e-5,0,4.5227514059857e-4,0,7.109257808025339e-5,1.1102795361152627e-5
B12.WMSP1,0.0026643725250620723,0.00220399011389406,0.00684311951862194,0,0.0014747667935144878,2.3031987805155468e-4
Babeliales,1.704260485120777e-4,2.60189678275463e-5,0.00235062308795824,0,4.2292585709512864e-4,6.604992210250926e-5
Bacillales,0.01927157949463212,0.0130297589902617,0.0426773927392739,0.00544696582373068,0.011341924903325506,0.001771311079210409
Bacteroidales,9.834462809272073e-5,0,0.00178385901632917,0,3.659651166175753e-4,5.715414898216915e-5
Bdellovibrionales,3.258067963195059e-5,0,3.0825708641006e-4,0,7.054621483154655e-5,1.1017467757244401e-5
Blastocatellales,5.1717732581852256e-5,0,9.8665420366619e-4,0,1.7276011038808056e-4,2.6980596343597393e-5
Blfdi19,1.4352100107319996e-4,7.35318147651884e-5,0.00074433478524563005,0,1.9066234878383357e-4,2.9776456260088786e-5
Brevibacillales,5.16866052352992e-6,0,1.139633607795e-4,0,2.317696597348744e-5,3.6196339652437527e-6
Bryobacterales,0.029716756933774038,0.026175773281138,0.0618780175386738,0.0154144523083898,0.011423806350299473,0.0017840988128132158
Burkholderiales,0.01330984279740841,0.0110882218750432,0.0281330089635344,0.00516307511110198,0.0062905958281312575,9.824260150000296e-4
C0119,4.467898809387103e-4,3.4486156271553e-4,0.00132419379965727,0,3.721548853090626e-4,5.812082844393904e-5
CCD24,1.5600135268220093e-5,0,2.4347975537445e-4,0,5.137166748724967e-5,8.022906565974377e-6
Candidatus.Liptonbacteria,2.292402784077839e-6,0,5.4660241051663e-5,0,1.0391096531406115e-5,1.622816635457339e-6
Catenulisporales,0.0018289555421484988,0.00166135086633178,0.00629977334511117,0,0.0013857074031524523,2.1641113802720974e-4
Caulobacterales,0.0047408151392004045,0.00423957933342215,0.00962499754964421,0.00158481525845388,0.002011276778085786,3.1410866063285236e-4
Chitinivibrionia.Incertae.Sedis,1.2431073284523659e-5,0,5.0967400466547e-4,0,7.959770664543741e-5,1.2431073284523659e-5
Chitinophagales,0.0031441327398205937,0.0029814034956956,0.00982933986723268,8.9703294370604e-4,0.002005728871509343,3.132422231922027e-4
Chlamydiales,2.9125866888311772e-5,0,2.7724548456802e-4,0,6.027424355890149e-5,9.413255361583729e-6
Chloroflexales,2.7586906488344633e-5,0,4.933271018331e-4,0,9.327703478833665e-5,1.4567425420708912e-5
Chloroplast,2.191379485538747e-4,0,0.00325417383165364,0,6.809564268217283e-4,1.0634752685897259e-4
Chthoniobacterales,0.02129447520006198,0.0216335085729993,0.0430051710024557,0.00789599842080032,0.007759848817628615,0.0012118847815359127
Chthonomonadales,5.36127907133955e-5,0,0.00165178747001219,0,2.674843397502232e-4,4.177403558508236e-5
Clostridia.UCG.014,1.4594042711764878e-5,0,5.9835575118236e-4,0,9.34474686098319e-5,1.4594042711764878e-5
Clostridia.vadinBB60.group,1.8681906534566683e-6,0,3.93282730955284e-5,0,8.355368467039754e-6,1.304889325463034e-6
Clostridiales,5.807664110284788e-4,4.3305998341472e-4,0.00241336633663366,0,6.963674578502766e-4,1.0875432554928302e-4
Corynebacteriales,0.0014341033381494322,0.00160649494150007,0.00451153664370318,0,0.0013015534676430753,2.032685013409792e-4
Coxiellales,5.4576099938546836e-6,0,1.8148192958501e-4,0,2.8940495056168708e-5,4.519745983840473e-6
Cyanobacteriales,2.828067055311881e-5,0,4.4691250023771e-4,0,9.558907233668899e-5,1.4928505022262807e-5
Cytophagales,1.558934025810154e-4,0,7.8382838283828e-4,0,2.401282245963636e-4,3.750172817084621e-5
Deferribacterales,9.739151437474414e-7,0,3.99305208936451e-5,0,6.236099662132139e-6,9.739151437474414e-7
Desulfitobacteriales,2.2724112009875002e-6,0,9.31688592404875e-5,0,1.455053123845695e-5,2.2724112009875e-6
Diplorickettsiales,7.053937167133637e-4,6.7407573845861e-4,0.00219423699326839,0,6.193400400456127e-4,9.672466394216326e-5
Dongiales,1.7288445546566244e-4,0,0.00236790708125205,0,5.309711339885353e-4,8.292375944924867e-5
EC3,2.2227102306017415e-6,0,9.11311194546714e-5,0,1.4232289750355965e-5,2.222710230601741e-6
Elev.1554,1.1461602088806586e-5,0,2.5563377512093e-4,0,4.611127156829528e-5,7.201370746287799e-6
Elsterales,0.06042761197675867,0.0610529686030456,0.0868574163161474,0.0279999274613278,0.013963635117142386,0.002180753425883973
Elusimicrobiales,1.5731291561510464e-6,0,6.44982954021929e-5,0,1.007294142836305e-5,1.5731291561510466e-6
Enterobacterales,4.8231028003765085e-4,0,0.0121779210638995,0,0.0019474425028840146,3.041394217371591e-4
Entomoplasmatales,5.161681300553478e-6,0,1.1180263108858e-4,0,2.3115340051726305e-5,3.610009613212463e-6
Entotheonellales,1.263967908970382e-4,0,7.9449729000239e-4,0,1.881977892305842e-4,2.939155672325933e-5
