taxa,mean,median,max,min,sd,se
Abditibacteriota,1.009409377749589e-6,0,5.55175157762274e-5,0,7.485980300126677e-6,1.009409377749589e-6
Acidobacteriota,0.21325705005103135,0.205277497853917,0.32029279910339,0.117410082386673,0.04751380527302031,0.006406760196035112
Actinobacteriota,0.21593145437385142,0.208147735708983,0.436213842412804,0.101437125748503,0.05857078155437326,0.00789768257366461
Armatimonadota,0.0013332977014378958,0.00133554783144701,0.00382640798354068,0,8.588450212709997e-4,1.1580663904362964e-4
Bacteroidota,0.0041128401245799215,0.00323319661530503,0.0198753010556643,3.4747693139261e-4,0.0036253616933353363,4.88843671005238e-4
Bdellovibrionota,7.541312726133126e-4,7.4753652735304e-4,0.0019956174675223,1.4682439801996e-4,3.888431758032961e-4,5.24316031292705e-5
Chloroflexi,0.17983619375450122,0.187260703097807,0.321472120607471,0.0279595603658025,0.07128082952590897,0.009611505092526727
Crenarchaeota,0.0055967285401608904,0.00436278211259334,0.0223903764066744,5.3399055247484e-4,0.00461972468746148,6.229235497809147e-4
Cyanobacteria,6.07121598705571e-4,5.0356995126162e-4,0.00194311305216796,9.61002517826597e-5,3.7948941931109523e-4,5.11703428611592e-5
Deferribacterota,0,0,0,0,0,0
Dependentiae,1.960445245451709e-4,1.4682439801996e-4,9.4908551655956e-4,0,2.1315422653131428e-4,2.8741710042174167e-5
Desulfobacterota,6.579602892595387e-4,1.7356728098964e-4,0.00868680544686179,0,0.0016637653277988987,2.2434207103462568e-4
Elusimicrobiota,4.836927981698146e-4,3.5354060517833e-4,0.00197165742452249,0,4.028122694466727e-4,5.4315195331890634e-5
Entotheonellaeota,1.820392336740522e-4,0,0.00463681995183109,0,7.068657552175081e-4,9.531375898952394e-5
Euryarchaeota,3.939966344038547e-6,0,1.1802659532614e-4,0,1.8377688410105624e-5,2.4780469996971057e-6
FCPU426,1.727923528532e-4,1.6949790952578e-4,7.7037363121113e-4,0,1.629863563727004e-4,2.1977075809971913e-5
Fibrobacterota,4.18976105840482e-6,0,1.1738926279543e-4,0,1.8858461240507046e-5,2.5428743949236466e-6
Firmicutes,0.020576973626860232,0.0159705397809865,0.067325509573811,6.5362147146533e-4,0.01587790458983548,0.0021409762181343124
GAL15,0.00471498336096916,0.00360863852545478,0.0155444258950102,8.0758359451612e-4,0.0036659555027225613,4.943173391463833e-4
Gemmatimonadota,0.011810196307339862,0.0102864965287963,0.0315580777765652,0.00223127667830811,0.0062483568597442455,8.425282670921651e-4
Halanaerobiaeota,1.0698333734520854e-6,0,5.88408355398647e-5,0,7.934096645639805e-6,1.0698333734520854e-6
Latescibacterota,3.8464309374007175e-4,0,0.0057397528529948,0,0.0011222926735455826,1.513299132295872e-4
MBNT15,9.547045546557226e-5,0,0.0034434183753326,0,5.007081554852862e-4,6.751547391248072e-5
Margulisbacteria,7.370011423517709e-7,0,4.05350628293474e-5,0,5.465746756896979e-6,7.370011423517709e-7
Methylomirabilota,0.0025064938980613855,0.00136627362904735,0.0291264321246089,0,0.004911605244335347,6.62280716040926e-4
Myxococcota,0.02163126988048126,0.021244702703703,0.0401107434668107,0.00770357293317552,0.006740268480337842,9.088576164818198e-4
NB1.j,4.0604079518774923e-4,9.49739771302663e-5,0.00692596650493035,0,0.0012252576565084585,1.6521370870000742e-4
Nanoarchaeota,8.376511870909595e-6,0,2.3282887077997e-4,0,3.5217621069582934e-5,4.748743056279078e-6
Nitrospirota,3.138026159439215e-4,0,0.00882346320930965,0,0.0013764329663980372,1.855981833270858e-4
Patescibacteria,0.0019673027820535367,0.00151206252123683,0.0119618204907624,3.5285815102328e-4,0.0017704462551642272,2.3872692434605679e-4
Planctomycetota,0.006882992108089815,0.00592507932688693,0.0170848905499199,3.69508184606289e-5,0.004052695997553832,5.464654168312251e-4
Proteobacteria,0.23937686840176592,0.226423357664234,0.45911989260844,0.126614282076467,0.0648962429485705,0.008750607614061476
RCP2.54,0.007917560771292652,0.00507595267420595,0.0464493597206054,6.46639323061e-4,0.008201210742557663,0.0011058510309328881
SAR324.clade.Marine.group.B.,9.909694068152786e-6,0,1.9564877132571e-4,0,3.563457819586503e-5,4.80496554371757e-6
Spirochaetota,7.449158851801031e-5,0,0.00121960815170352,0,2.412787740005161e-4,3.253402324928952e-5
Sumerlaeota,7.5866996339188744e-6,0,1.36954139928e-4,0,2.3223578505136035e-5,3.131466686813404e-6
Synergistota,1.4306253978926891e-6,0,7.86843968840979e-5,0,1.0609801911452392e-5,1.4306253978926891e-6
TX1A.33,1.4058197422780964e-6,0,7.73200858252953e-5,0,1.0425838245812033e-5,1.4058197422780964e-6
Thermoplasmatota,3.0122608119445034e-4,2.1581569339783e-4,0.00142979696883043,0,3.3349321380892e-4,4.4968215776479685e-5
Verrucomicrobiota,0.04006465044252082,0.033904857634392,0.109837220222257,0.00362118020914163,0.024139596419763026,0.0032549825172244807
WPS.2,0.01781321158371926,0.0177977666301486,0.0363040036190907,6.9777387624642e-4,0.007660811410959544,0.001032983599925152
WS4,8.202694038145254e-7,0,4.51148172097989e-5,0,6.083280711580145e-6,8.202694038145254e-7
