taxa,mean,median,max,min,sd,se
ADurb.Bin063.1,0.003256709229460423,0.00309544147264648,0.00686099621665066,0,0.0015419461350134399,2.408115285346454e-4
Acetanaerobacterium,1.1595266812087316e-5,0,4.7540593929558e-4,0,7.424593396397702e-5,1.1595266812087316e-5
Acidibacter,0.02239744746686924,0.0209531663402398,0.0368389669436887,0.0124984446072806,0.006541949232484653,0.0010216808217214074
Acidicaldus,0.001297869768682455,0,0.00688079862384028,0,0.001987778167140297,3.1043879416233855e-4
Acidiphilium,0.0014265905648085887,6.8824477917174e-4,0.0059133263494514,0,0.0016704527199852715,2.6088088533715413e-4
Acidipila.Silvibacterium,0.0010323328428167948,0,0.0038947706630514,0,0.0013739299868693105,2.1457181462094336e-4
Aciditerrimonas,5.853097124265052e-4,0,0.00518430648917007,0,0.0010446027761075367,1.6313954522399532e-4
Acidothermus,0.0505342335347829,0.0518519798814318,0.0843261214517795,0.0240185617507627,0.011527794159217182,0.001800338980122448
Acinetobacter,2.733257079936e-5,0,6.0768823633191e-4,0,1.226549980280387e-4,1.9155492456478362e-5
Actinoallomurus,3.96521635274339e-5,0,0.00142076721429572,0,2.2339028247087423e-4,3.488770078283476e-5
Actinocatenispora,3.836904692246586e-6,0,1.5731309238211e-4,0,2.4568177431643938e-5,3.836904692246586e-6
Actinocorallia,7.595762096755121e-5,0,0.00117392762643014,0,2.757181547421886e-4,4.305994144707241e-5
Actinomadura,1.7688324230358463e-4,0,0.00315451115059796,0,6.75063549258833e-4,1.0542721400162628e-4
Actinomycetospora,2.7399807364554877e-5,0,7.4723718881503e-4,0,1.2933244061652874e-4,2.0198333785318045e-5
Actinophytocola,3.9415935926129025e-5,0,0.00161605337297129,0,2.5238513466969693e-4,3.9415935926129025e-5
Actinospica,1.994460249981212e-4,0,0.00121739877687229,0,3.6063839999250416e-4,5.632225560831722e-5
Afipia,0.0011731276730199706,0,0.0206640445624613,0,0.004334593476851535,6.769497695377168e-4
Aggregicoccus,2.634470624307405e-4,0,0.00480495013567935,0,9.703312211158344e-4,1.5154027707962468e-4
